identifier,title,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,format,size,interactivityType,learningResourceType0,learningResourceType1,learningResourceType2,learningResourceType3,learningResourceType4,learningResourceType5,learningResourceType6,learningResourceType7,interactivityLevel,difficulty,typicalLearningTime
2,Algoritmo e Formas de Representação,algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,151431.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:04:06
25,Diagrama Representação de Algoritmos,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,654782.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:04:00
16,O que é um Algoritmo,algoritmo,problema,sequência de passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,69595872.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.SLIDE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:05:50
0,Algoritmos e Representações,algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,185413.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.SIMULATION,LearningResourceType.DIAGRAM,LearningResourceType.EXERCISE,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:28:18
12,O que é Algoritmo e Exemplos,algoritmo,problema,sequência de passos,eficiência,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,15670533.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,LearningResourceType.FIGURE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:06:50
32,Noção sobre Linguagem e Paradigma de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,605903.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:13:27
18,Tipos de Representação de Algoritmos,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,207147.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:00
17,Representação de Algoritmo,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,diagrama de blocos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,147018.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:06:02
27,Paradigmas de programação e Linguagem,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,190032.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.MEDIUM,Difficulty.DIFFICULT,00:05:24
34,Linguagem e Paradigma de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma imperativo,paradigma funcional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,209279011.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:16:55
5,"Algoritmo - Introdução, definição e conceitos",algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,programa,variável,linguagem de alto nível,linguagem de baixo nível,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,27687451.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:11:37
35,Diagrama Paradigmas de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,paradigma funcional,paradigma lógico,paradigma imperativo,paradigma declarativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,233275.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:05:00
31,Esclarecendo Paradigmas de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,331287761.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:10:48
75,Redes de Computadores OSI e TCP_IP,redes de computadores,redes,tcp/ip,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,362904722.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:41:05
46,"Conceitos, tipos e topologias de redes",redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,servidor,cliente,cabo,switch,roteadores,placa de rede,malha,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,90655205.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:25:02
62,As Principais Topologias de Redes,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,totalmente conectada,malha,sem fio,mista,árvore,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,8041027.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:05:11
53,Tipos de redes,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,can,pan,vlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,13578224.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:11:58
56,Classificação das redes considerando o espaço geográfico,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,401465.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.QUESTIONNAIRE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:06:59
52,Classificação dos tipos de redes e topologias,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,san,can,gan,pan,ponto-a-ponto,malha,árvore,mista,híbrida,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,71419113.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:15:18
51,O que são redes de computadores,redes de computadores,redes,classificação,definição,aplicação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,79562.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:02:37
67,"Modelo OSI, TCP-IP e protocolos",redes de computadores,redes,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,229335.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.QUESTIONNAIRE,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:38:19
68,"Protocolos, OSI e TCP_IP",redes de computadores,redes,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,260264209.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:58:58
69,Alguns protocolos,redes de computadores,redes,tcp/ip,tcp,ip,http,camada,ethernet,pop3,imap,dns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,135776.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:03:31
64,"Resumo do Modelo OSI, TCP_IP e Protocolos",redes de computadores,redes,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1054536356.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.SIMULATION,LearningResourceType.QUESTIONNAIRE,,,,InteractivityLevel.MEDIUM,Difficulty.DIFFICULT,00:39:38
71,Principais Protocolos,redes de computadores,redes,tcp/ip,tcp,ip,http,camada,https,dns,imap,smtp,pop3,udp,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,309865106.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:25:33
41,Breve resumo sobre redes de computadores,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,protocolo,osi,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,pan,can,dns,smtp,ftp,,,,,,Format.APPLICATION_PDF,248564.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.PROBLEM_STATEMENT,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,03:13:01
76,Grande Resumo sobre Modelo OSI e TCP_IP,redes de computadores,redes,tcp/ip,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,113834765.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:32:45
39,Aula de Redes,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,protocolo,osi,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,difusão,ponto-a-ponto,aplicações,transmissão,tecnologia,,,,,,Format.APPLICATION_PDF,4170613.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.TABLE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:39:37
73,Redes-Modelos de Refefência,redes de computadores,redes,tcp/ip,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1231368.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.GRAPH,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:21:59
66,"Modelos referência, OSI e TCP_IP+protocolos",redes de computadores,redes,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,encapsulamento,demultiplexação,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,10756044.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:16:22
60,Topologias de Redes de Computadores - RESUMO,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,árvore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,496438.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:01:40
70,Resumo Protocolos,redes de computadores,redes,tcp/ip,tcp,ip,http,camada,https,dns,ftp,imap,smtp,pop3,upd,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,363057746.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:28:57
43,Redes,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,pan,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,251291.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:13:46
63,Topologias de redes - físicas e lógicas,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,ponto-a-ponto,árvore,mista,grafo,topologia lógica,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,17147944.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:05:27
50,O que é uma rede de computadores,redes de computadores,redes,classificação,definição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,1223598.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:01:30
45,"Conceitos, topologias e abrangência de redes",redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,malha,pan,can,vlan,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,115528733.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:32:50
54,Tipos de Redes de Computadores,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,ran,pan,can,san,wwan,wman,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,14475398.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:06:46
40,Breve resumo sobre redes de computadores,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,protocolo,osi,tcp/ip,tcp,ip,http,udp,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,pan,can,dns,smtp,ftp,,,,,,Format.APPLICATION_PDF,248564.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:33:43
55,Tipos de Redes de Computadores - resumo,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,671268.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:01:30
59,Breve resumo sobre topologias de redes,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,malha,árvore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,46812.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:06:22
72,Protocolos,redes de computadores,redes,tcp/ip,tcp,ip,http,camada,udp,ip,imap,ftp,pop3,dns,smtp,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,103610.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:10:11
61,Topologia nas redes de computadores,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,árvore,ponto-a-ponto,mista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,53258589.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:07:34
58,Topologias de Redes - Informática,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,árvore,ponto-a-ponto,híbrida,grafo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,204502.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.QUESTIONNAIRE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:05:55
49,O que é rede,redes de computadores,redes,classificação,definição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,8511132.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.NARRATIVE_TEXT,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:02:40
42,Introducao à Redes de Computadores,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,protocolo,tcp,http,udp,cabo,repetidor,hub,switch,bridge,roteador,servidor,modem,placa de rede,smtp,ftp,,,,,,,,,,,,,Format.APPLICATION_PDF,251743.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:20:13
74,"Estrutura de camadas, OSI e TCP_IP",redes de computadores,redes,tcp/ip,camada,modelo,física,enlace,rede,transporte,sessão,apresentação,aplicação,internet,osi,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,110779972.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:23:47
47,Redes Básicas,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,mista,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,484806864.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:12:18
57,Classificação das redes quanto a abrangência,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,615419.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.QUESTIONNAIRE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:14:56
65,Breve resumo sobre topologias de redes,redes de computadores,redes,classificação,tipos,topologia,barramento,anel,estrela,malha,árvore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,46812.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.QUESTIONNAIRE,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,02:32:18
48,Conceitos de Redes e tipos,redes de computadores,redes,classificação,tipos,abrangência,lan,man,wan,cliente,servidor,cabo,placa de rede,switche,roteador,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,25458939.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:18:23
44,Introducao as Redes de Computadores,redes de computadores,redes,classificação,tipos,abrangência,topologia,lan,man,wan,barramento,anel,estrela,totalmente ligada,parcialmente ligada,pan,can,parâmetros,hub,switch,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,718418.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.QUESTIONNAIRE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:15:36
111,Apostila Engenharia de Software e Modelagem,engenharia de software,software,aplicações,uml,processo de software,processo,projeto de software,projeto,especificação,implementação,validação,evolução,requisitos,engenharia de requisitos,documento,modelagem de sistemas,modelagem,giagrama de caso de uso,diagrama de classe,teste,estudo de caso,requisito funcional,requisito não funcional,requisito de software,requisito de usuário,estudo de viabilidade,modelo cascata,desenvolvimento incremental,modelo orientado a reuso,atividades básicas do processo de software,ciclo de vida,,,,,,,,,Format.APPLICATION_PDF,8352194.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,LearningResourceType.QUESTIONNAIRE,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,06:14:43
116,Introducao Engenharia de Software,engenharia de software,software,modelos de processos,processo,qualidade de software,processo de software,características da engenharia de software,atividades,artefatos,ciclo de vida,modelo cascata,modelo incremental,modelo evolucionário,processo unificado,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,2433022.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.PROBLEM_STATEMENT,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:23:39
121,Definição de Engenharia de Software,engenharia de software,software,objetivos da engenharia de software,características do software,crise de software,ferramentas,categorias de software,evolução do software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,210776687.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.GRAPH,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:16:29
113,Apostila Básica -Engenharia de Software,engenharia de software,software,modelos de processos,processo,engenharia de requisito,requisito funcional,requisito não funcional,requisito,processo de software,progeto de sistemas,projeto de software,implementação,testes,gerência de qualidade,manutenção,evolução,modelo cascata,modelo evolucionário,processo unificado,rup,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1734210.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.QUESTIONNAIRE,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,02:51:36
105,Tutorial SQL,banco de dados,sql,linguagem estruturada de consulta,ddl,linguagem de definição de dados,dml,linguagem de manipulação de dados,dcl,linguagem de controle de dados,comandos,create,alter,drop,select,consultas,consulta,query,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,874642.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:33:04
88,"Dados, Banco de Dados e SGBD",banco de dados,dados,informação,sgbd,sistema gerenciador de banco de dados,sistema,gerência,modelos de dados,banco de dados relacional,usuários de banco de dados,usuário,tipos de sgbd,tipos,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,378919.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.QUESTIONNAIRE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:34:03
80,Fundamentos BD,banco de dados,dados,sgbd,sistema gerenciador de banco de dados,sistema,gerência,histórico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,117042714.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:51:15
101,Modelo Relacional e mapeamento MER,banco de dados,modelo relacional,banco de dados relacional,relacional,codd,características do modelo relacional,característica,chaves,chave,chave primária,chave estrangeira,restrição de integridade,integridade,mer,mapeamento,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,173474.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:46:23
